N,P,K,S,Fe,Zn,temperature,ph,rainfall,label
62,38,43,16,2,1,23.38935562,7.962934335,180.3925663,rice
77,37,14,25,82,28,21.69876282,7.933660759,101.6359501,maize
34,83,81,13,4,44,18.06438093,6.252308588,101.8371513,chickpea
5,58,20,13,14,45,19.65260953,7.506478712,51.86083232,lentil
15,34,46,19,6,6,23.84104573,6.297142876,109.3676011,pomegranate
110,99,59,42,75,13,26.32157132,7.515275135,107.8150072,banana
26,29,43,39,66,68,36.36145033,5.430567708,91.69332848,mango
26,130,201,31,35,49,35.0322412,6.855458132,73.80170952,grapes
2,136,202,39,72,33,24.45948993,6.869972017,112.3307841,apple
26,17,20,29,12,9,22.94538618,6.085189658,129.6889507,orange
111,34,29,5,96,5,27.1698189,7.272591109,169.5321065,cotton
101,47,24,10,6,5,24.17770046,8.848313645,102.2541803,coffee
85,38,41,24,3,2,19.92843588,8.20955715,200.2095896,rice
85,40,19,19,106,29,23.19747938,5.979728344,70.90324175,maize
56,67,81,8,12,38,19.60070536,8.703738235,82.48998332,chickpea
5,63,17,11,6,65,25.57412791,6.207315576,54.77435271,lentil
6,9,43,28,1,4,20.88404183,6.874259207,110.9098021,pomegranate
94,95,51,37,60,16,28.32606087,5.444863029,118.6671399,banana
15,35,34,60,50,78,33.81507169,4.873552214,94.49530636,mango
30,144,204,18,50,36,23.52219642,7.083514387,73.57235679,grapes
4,145,197,38,76,28,24.35442735,7.017765969,103.4627371,apple
8,17,13,51,13,11,25.33585806,7.435452439,122.7183737,orange
131,56,16,3,103,25,25.55490478,7.01791478,68.1352153,cotton
87,31,27,22,2,2,22.99237247,5.853684093,165.2603005,coffee
30,126,20,31,74,38,23.71468559,6.075755379,72.51916825,rice
93,39,23,27,51,28,26.32140457,5.995986866,101.3962105,maize
37,70,80,7,9,25,17.0027273,6.409885925,67.92255428,chickpea
27,80,25,13,10,59,26.67850578,6.307273222,47.34359936,lentil
0,19,36,22,2,1,19.81504042,5.554702525,102.3905606,pomegranate
89,84,45,42,57,20,29.67040759,6.734429443,110.6354236,banana
39,42,36,47,36,2,34.42380319,5.799109934,104.725633,mango
21,129,199,49,35,47,22.94637749,7.214238391,69.95305176,grapes
28,123,201,34,104,38,25.46450083,7.593336757,112.9600591,apple
27,22,25,45,13,18,25.14295975,7.048950831,117.4431374,orange
106,56,15,4,100,22,25.13223741,5.886525444,70.64069655,cotton
120,36,37,53,4,6,28.61923676,6.915453024,185.1865064,coffee
107,6,33,22,53,8,25.58915601,7.029296943,109.8599645,rice
53,27,27,27,90,41,22.98907613,6.001512071,109.0153772,maize
64,58,82,14,13,35,20.22809207,8.656367422,64.21835409,chickpea
18,73,23,7,14,63,25.59316838,6.609306674,45.41629661,lentil
20,31,35,21,5,4,21.95620397,7.350839326,115.6686282,pomegranate
97,90,48,26,50,16,31.57408151,7.037672312,115.7257561,banana
35,23,40,50,48,56,30.92369879,5.887896735,110.278273,mango
7,125,205,29,36,41,26.63888997,6.263437023,65.50200064,grapes
4,141,204,36,63,25,26.10411692,6.592175534,112.3315212,apple
4,22,7,47,14,16,30.85606651,8.505991944,97.36624909,orange
130,55,18,8,117,39,25.04187967,8.430921068,70.69765733,cotton
31,33,30,22,1,4,22.40383952,7.020109521,125.4701827,coffee
113,16,50,20,5,3,22.2872722,6.55220105,219.5419649,rice
102,37,24,19,61,26,19.05414993,6.403573176,82.79258844,maize
59,61,82,11,10,29,17.74092498,8.824152551,75.9135385,chickpea
6,67,20,11,12,40,26.76945247,7.465184576,37.9731706,lentil
20,7,42,30,4,5,20.01517657,5.742960753,120.3367715,pomegranate
111,68,52,43,55,17,31.2282331,6.930217967,91.19210237,banana
24,22,24,56,54,73,29.62001748,4.726900326,100.3851683,mango
34,139,200,46,51,41,22.85426435,6.541601896,69.58530305,grapes
25,127,202,46,125,45,23.4819969,5.446317079,115.2230398,apple
31,17,6,31,11,14,28.30318065,6.932455128,110.3595948,orange
129,42,21,4,117,33,25.10194124,7.150545267,80.06486036,cotton
74,28,32,17,2,5,23.86235433,5.733701562,167.8073164,coffee
91,42,13,20,4,5,24.97859231,8.407180199,141.5178902,rice
102,51,21,31,83,38,24.33699901,7.144222944,100.293702,maize
56,78,79,7,5,38,19.15099772,8.281719285,92.28237173,chickpea
39,67,80,9,7,40,20.96855069,7.478809764,53.38867203,lentil
120,18,50,20,4,4,21.58909481,6.136902948,191.2371676,pomegranate
85,83,52,25,67,13,24.7628788,7.132345395,108.2974925,banana
33,26,29,48,10,72,28.46295864,7.907889056,86.66934119,mango
5,130,201,29,49,46,24.01127725,7.132456647,71.03699975,grapes
4,125,201,50,113,42,22.93201948,7.544046172,117.572299,apple
14,7,12,35,13,15,31.58317844,8.67823963,112.2699276,orange
130,37,17,5,111,34,24.72487505,6.824920692,91.85304068,cotton
103,34,31,22,3,1,22.96759529,6.207034043,204.7965211,coffee
26,46,22,6,3,7,21.04127472,5.883792756,79.53510138,rice
90,58,13,32,72,38,22.28819127,6.236890318,69.69820189,maize
57,52,83,13,8,49,17.15600343,6.31849386,89.16098755,chickpea
22,73,81,9,15,38,17.40622461,6.15659611,43.6462174,lentil
17,30,39,23,3,4,22.09075195,6.280432168,93.09041922,pomegranate
108,95,39,43,66,19,25.36400955,7.600194283,119.9854227,banana
16,34,27,50,53,80,33.0506966,7.239966625,91.790267,mango
23,137,202,31,37,43,18.80176494,6.876432822,70.4221472,grapes
5,139,201,46,70,29,21.14846693,7.543719169,115.889573,apple
12,9,6,35,8,8,9.023948394,6.065098662,110.1167184,orange
114,39,39,3,89,32,24.08301354,8.214475369,98.0623236,cotton
105,45,18,26,64,39,25.70772225,5.821493611,88.95466367,coffee
103,45,32,39,62,47,30.77488057,6.555809796,81.3978452,rice
93,41,18,20,85,25,26.18585114,6.195376666,94.98457887,maize
44,72,82,10,5,30,20.69438991,5.796631784,68.5164635,chickpea
20,81,25,8,6,56,26.84234662,7.570339526,44.84173152,lentil
6,8,41,21,3,3,23.64774441,7.63367691,119.8573193,pomegranate
104,63,48,24,53,12,29.33015648,7.335520535,95.56603627,banana
25,36,30,36,68,73,35.3253975,6.857083762,89.85001305,mango
15,128,200,33,39,28,23.3261866,7.55052672,77.07554948,grapes
12,126,199,33,141,31,21.16299135,6.495594136,109.3640809,apple
28,5,11,28,14,7,22.12903615,6.846438692,121.7917659,orange
121,56,26,4,118,25,22.17008269,8.618499571,71.98569892,cotton
88,39,28,23,5,1,24.0351236,7.045477367,181.6985013,coffee
94,34,41,23,1,5,19.21727851,7.2797117,187.0732004,rice
102,58,23,30,57,45,24.86471097,7.589595358,79.56651796,maize
35,63,81,13,11,30,19.93142224,6.905651878,64.91089301,chickpea
2,76,23,9,15,64,27.05377274,7.196553161,39.96320528,lentil
7,22,31,27,5,1,23.37581108,8.248847666,116.6695128,pomegranate
104,91,47,44,66,21,30.08503944,7.211653938,116.6740498,banana
3,18,21,42,54,17,30.16911681,6.736667746,102.4635945,mango
37,122,199,39,41,42,22.08262868,5.86986658,72.95276083,grapes
10,139,200,31,66,42,23.28101133,6.475479449,91.88945015,apple
12,8,14,33,7,12,18.66087857,8.829024278,107.1002473,orange
99,55,34,2,116,3,21.7807604,8.618666719,74.44161431,cotton
107,15,29,23,3,5,23.18090801,7.511689825,172.6881843,coffee
97,28,47,24,1,4,23.37089999,7.979280848,110.3679166,rice
101,63,30,25,73,26,25.07423976,6.331207101,96.89577301,maize
52,66,81,7,10,27,17.62259104,8.177219628,67.40870197,chickpea
40,83,24,10,8,45,27.7669552,6.265540906,42.54256823,lentil
30,18,46,28,1,3,24.69272052,6.189063507,120.016385,pomegranate
98,73,52,42,67,12,24.65448545,7.277593104,109.8723835,banana
12,32,19,50,56,75,29.60254921,4.624209524,87.88530461,mango
34,129,201,33,49,32,22.41935781,7.324761915,73.91095485,grapes
26,122,203,53,36,48,22.06796288,6.533725025,121.9661113,apple
28,17,11,22,12,4,20.94063874,7.518342034,107.3207961,orange
111,59,15,7,75,42,23.9147597,5.430352127,71.05132545,cotton
99,20,25,17,2,4,27.03786132,8.047442267,138.3355284,coffee
85,54,44,23,3,1,19.53037586,7.072668655,188.0968095,rice
89,53,15,26,60,32,22.69701146,8.383832137,69.11127742,maize
48,70,80,9,11,28,17.71635262,7.960501786,68.97378768,chickpea
27,56,24,13,12,61,28.62383503,7.493475898,43.77993756,lentil
45,17,34,30,5,5,23.69186091,7.791606584,110.6541817,pomegranate
105,76,47,44,66,18,28.64066498,7.443851088,119.0024309,banana
9,44,20,56,55,64,32.68174447,5.519429424,81.46325236,mango
41,137,196,32,34,38,28.76570764,7.41103937,282.5653244,grapes
24,127,205,32,149,45,23.28661295,6.944438328,104.5332448,apple
90,18,10,34,9,9,23.88882278,6.4123041,109.6880441,orange
129,48,21,4,91,45,24.42710973,8.589523158,97.49512199,cotton
90,13,27,23,68,4,21.66041397,6.268374558,167.5672645,coffee
96,71,45,19,1,2,25.4128685,5.882057083,117.4438156,rice
92,49,17,30,69,22,24.61814322,6.254323774,97.20959552,maize
50,57,81,8,5,23,19.42831981,8.661293231,76.89423749,chickpea
4,84,24,10,8,58,27.56933117,7.305177663,47.18676763,lentil
101,22,36,20,2,1,20.1815681,6.947773216,104.2296999,pomegranate
98,79,54,40,53,13,30.78506068,7.348749953,112.4059533,banana
21,38,34,56,58,70,28.0996077,7.330030383,91.47097348,mango
0,135,196,28,37,38,24.47588591,6.660822713,76.35850052,grapes
6,136,200,32,35,43,22.17415482,5.770101602,124.5150793,apple
11,22,9,36,10,14,32.14656979,6.510977319,97.99151223,orange
129,38,16,8,106,22,22.61922633,8.651572709,68.45482741,cotton
27,33,27,45,56,74,25.94997247,6.917082672,96.724788,coffee
97,52,39,52,8,44,27.77880578,6.150161941,100.5036843,rice
88,57,24,18,78,30,24.2599267,7.097508611,67.43550951,maize
49,74,82,12,13,35,18.38335876,7.524224706,71.49449069,chickpea
2,73,18,11,12,60,28.12577642,7.29920232,50.84362912,lentil
8,17,35,23,2,3,23.82203375,7.863904392,103.270084,pomegranate
108,81,45,19,65,17,29.52824683,6.60411898,109.9013122,banana
24,34,31,34,51,72,29.07669559,7.030825971,100.2415764,mango
12,141,198,31,49,47,22.8938401,7.362343479,79.846096,grapes
9,141,202,50,64,30,23.45982986,7.069180623,115.9533473,apple
28,17,16,24,9,9,27.32914501,7.888159624,100.070083,orange
134,40,19,8,85,37,25.28345909,6.182559654,83.15345893,cotton
2,46,20,28,75,8,25.11763483,7.737120461,112.2723979,coffee
4,38,38,9,73,58,37.93630818,6.654993217,97.52402451,rice
97,35,22,21,73,29,27.04104234,5.896690753,75.64660859,maize
53,54,80,10,5,49,19.21080228,8.461775403,88.77541149,chickpea
39,68,21,13,13,60,24.58998785,6.401136823,46.05982999,lentil
83,20,42,18,2,1,19.18401547,6.195614669,102.1880499,pomegranate
112,73,34,43,56,18,31.08857621,6.689120873,113.6430864,banana
3,17,22,60,67,78,27.94929922,7.343962996,97.18590649,mango
24,129,204,33,47,45,25.13311531,6.555609288,71.76218862,grapes
19,126,203,45,69,33,23.23790783,7.098123388,102.1028125,apple
8,7,18,42,14,15,22.93859686,7.134258213,114.3914127,orange
130,45,24,3,109,22,23.38050715,8.416148276,75.76580287,cotton
4,19,26,60,4,8,24.22444262,7.249972655,82.73554187,coffee
110,52,45,22,1,3,20.19989101,6.211952385,198.4763308,rice
92,61,24,27,57,23,23.27009636,7.10569722,78.12256719,maize
58,63,77,10,11,22,16.59671276,6.920928653,88.23082764,chickpea
14,82,24,11,7,62,26.04879311,5.985633015,46.86591772,lentil
7,7,33,20,2,10,20.85478024,7.93893255,114.4497274,pomegranate
123,77,57,43,51,17,30.63618166,6.098831025,113.80644,banana
15,38,33,35,57,69,30.92633255,7.92395963,86.79976739,mango
1,134,196,46,38,33,23.11073945,6.12459234,70.06640117,grapes
19,134,204,44,97,38,19.59393072,7.037822804,110.8489992,apple
13,17,5,42,12,6,22.08424509,8.038277549,113.1236574,orange
96,54,22,6,96,34,24.73937809,8.103214221,71.65325258,cotton
92,29,41,18,4,2,28.6558624,7.043767515,183.7776999,coffee
91,12,38,20,4,4,19.6914448,6.092407112,299.5225512,rice
90,56,18,30,47,29,27.19678819,7.662102415,83.85855365,maize
58,64,81,11,10,40,17.23431478,6.238316834,71.60471614,chickpea
25,73,27,12,12,60,25.33480685,7.42381321,44.31441186,lentil
7,47,29,18,5,3,19.90676684,6.627377178,113.4729115,pomegranate
109,72,42,23,67,20,28.69102083,7.212681386,103.5518955,banana
14,36,34,48,85,75,26.73859702,5.448603926,96.36231484,mango
24,131,197,36,34,38,18.18356138,7.7270894,80.00940935,grapes
18,144,201,52,14,24,21.57769816,5.530113964,123.2884744,apple
63,18,19,44,10,12,26.3625673,7.434188745,95.13326444,orange
109,41,30,3,111,27,26.22694802,8.378950325,70.33136489,cotton
87,40,30,24,4,3,28.12657988,7.719628138,195.1267611,coffee
95,41,43,18,5,5,21.19754651,8.768536103,232.0238189,rice
87,43,23,29,75,35,20.06679873,5.767702994,82.67543637,maize
65,57,82,9,12,35,20.6654614,8.648049665,71.47612357,chickpea
90,77,19,12,7,59,25.8610603,8.881526157,54.15732238,lentil
10,9,46,27,2,6,20.59394522,6.123262346,111.9262615,pomegranate
118,78,52,46,52,18,30.83290747,7.074133031,105.2213593,banana
17,37,28,59,51,58,34.27377479,7.481952863,87.5286625,mango
25,145,195,29,36,46,23.94697411,6.671415558,67.07903537,grapes
12,127,205,45,71,48,23.07696648,5.793647091,121.7995882,apple
16,22,23,31,12,9,25.12704851,6.96464822,124.4241211,orange
110,38,23,4,94,23,23.36468073,8.612044,67.78972814,cotton
102,23,27,25,5,4,30.19587296,6.387573316,156.6781511,coffee
90,44,32,34,71,41,21.56630795,7.398174969,77.91674327,rice
92,50,21,18,72,25,23.78412738,6.132958817,120.021692,maize
49,69,81,11,10,38,16.65879047,8.71872388,92.38663332,chickpea
38,73,20,9,13,41,29.89481906,6.260880527,47.96850514,lentil
26,30,40,28,2,5,21.14993343,6.073731076,113.7364743,pomegranate
113,72,45,30,62,14,29.89995072,7.068104821,116.6538477,banana
27,43,29,33,63,3,33.93299147,6.151386401,108.615455,mango
5,140,197,35,38,33,25.55988801,7.007675698,72.30948569,grapes
2,141,200,41,71,29,25.85921542,7.137844925,111.4102942,apple
106,59,16,21,10,7,20.92856087,9.094149493,103.6968312,orange
120,49,17,1,98,28,26.43083835,5.782476262,88.40188223,cotton
17,39,25,8,71,49,19.28429104,7.542380333,94.44904672,coffee
3,141,199,31,38,23,21.40131515,6.311284014,64.23925601,rice
87,38,21,31,68,30,26.53119721,5.968358449,93.85355392,maize
60,70,84,6,4,36,17.88996568,6.329356302,91.69030869,chickpea
5,79,24,12,11,61,26.65175837,8.132491586,42.01985923,lentil
35,23,33,20,1,2,25.06415364,6.632067216,120.4993883,pomegranate
95,89,46,25,65,17,30.19847757,7.48989664,115.1940549,banana
19,93,27,48,80,17,27.16572546,7.843314729,102.3662484,mango
28,144,199,38,36,41,36.69562761,5.856226562,75.66523991,grapes
7,133,200,34,96,43,22.53903399,7.8655912,96.82713669,apple
10,31,18,59,11,5,27.27756775,6.123122822,99.41735297,orange
124,38,13,5,100,27,23.35255668,6.981922448,114.1819924,cotton
76,20,23,18,1,3,25.40704024,8.017732533,148.2987763,coffee
4,43,41,7,4,6,21.34573661,7.036293946,91.39625528,rice
101,51,21,26,66,36,25.27374345,7.185672267,66.67140034,maize
58,65,84,12,11,40,17.29944576,8.675578093,68.98141429,chickpea
5,61,19,9,8,63,26.70091242,6.069978051,40.10661846,lentil
42,26,33,24,2,5,21.46645732,6.278215516,111.8800047,pomegranate
97,58,54,42,58,14,29.94136974,7.295942319,110.8745662,banana
22,36,36,58,64,48,36.74153494,5.695145236,133.8175107,mango
13,126,200,27,38,45,22.4446826,6.387174349,72.44543472,grapes
2,130,200,25,116,29,23.89666667,6.175624264,113.9247919,apple
8,11,6,45,9,12,8.83838122,7.485963799,105.8575331,orange
116,37,26,3,114,28,24.35442494,6.685157841,75.45114173,cotton
80,32,23,26,5,1,27.06224239,6.199169109,195.6479178,coffee
90,49,13,16,12,3,21.90007374,7.089185208,227.6299953,rice
102,41,22,27,52,26,23.67126929,6.281988005,72.82023152,maize
36,62,78,12,10,31,17.49257517,7.475553619,77.46002688,chickpea
36,81,26,13,12,33,26.61112708,6.123683346,48.71224155,lentil
3,18,52,30,2,8,21.43716113,7.022469423,109.9994325,pomegranate
79,83,55,29,55,13,27.59740885,5.70862121,112.7103666,banana
11,17,40,50,64,80,27.35395355,6.057842781,92.17946449,mango
11,129,202,30,49,38,29.24356287,6.912248788,74.10052377,grapes
26,145,202,53,72,31,26.02455399,6.835258844,125.6378157,apple
24,6,6,31,16,14,13.11804296,7.478491266,101.9410589,orange
117,36,31,3,117,27,27.2578776,7.317850451,88.27833354,cotton
89,31,39,23,1,2,27.62286464,7.164260216,170.7147353,coffee
100,21,37,17,3,3,20.99152585,6.172796853,189.6565725,rice
94,42,28,21,72,26,18.97501457,6.127953993,65.30033369,maize
43,71,79,6,5,29,18.24540337,6.139687277,77.92664709,chickpea
9,82,21,11,10,35,25.71365389,7.27784978,47.90873151,lentil
4,26,34,30,5,5,24.09217992,5.962497743,112.0453603,pomegranate
96,95,47,43,55,12,25.5003371,7.325944602,116.3564881,banana
34,39,28,52,64,62,35.53786216,6.054273102,102.1114301,mango
35,140,196,36,36,49,11.63192043,7.278196392,69.3395491,grapes
12,121,201,46,41,26,22.16882648,7.27671878,103.4329755,apple
31,29,28,52,13,4,26.17118883,7.918278526,102.6936116,orange
83,37,38,8,3,16,22.13052207,8.723123133,92.74966881,cotton
99,36,31,26,3,5,26.03746726,6.946872819,134.3462314,coffee
93,21,38,20,1,1,20.98666654,6.447954624,248.802436,rice
80,48,22,28,71,30,20.52265276,6.077970681,88.90920303,maize
60,73,83,7,4,40,17.3654159,8.886041844,91.26001204,chickpea
27,85,81,12,6,42,16.92765633,6.710832409,51.75539616,lentil
41,12,42,21,3,3,23.10786008,6.099686525,106.8926671,pomegranate
95,69,34,20,54,18,25.65005649,6.320594909,108.695018,banana
12,13,24,57,58,63,31.30800584,6.419592485,93.33738512,mango
13,126,201,30,45,33,28.0735771,6.198947336,77.65129628,grapes
24,129,202,41,74,26,22.49254882,6.849254573,110.1820408,apple
12,5,10,45,8,12,9.053750558,6.481215207,85.99625553,orange
136,37,20,3,107,36,24.5143632,7.155788716,83.56582752,cotton
98,28,34,23,2,4,24.34730143,7.908730651,157.1880188,coffee
95,40,33,22,2,1,21.32913721,6.370457264,187.3326368,rice
93,38,22,29,72,33,24.62180797,6.333391272,94.59342677,maize
44,63,79,12,4,30,17.5224069,7.072587505,69.50590692,chickpea
82,73,20,9,13,60,27.42143687,8.488479299,39.24992927,lentil
18,8,44,30,2,7,22.34879221,6.024844037,125.5214718,pomegranate
98,68,43,26,74,18,26.75764265,6.897174573,119.1074995,banana
27,19,35,53,47,60,30.47271774,7.117229317,94.32120539,mango
23,137,199,38,32,34,30.62432947,6.687559171,74.26146749,grapes
100,125,197,37,89,35,24.60500909,6.47511505,108.8918818,apple
15,5,19,47,13,8,22.79702033,7.616615001,99.31386155,orange
133,36,21,7,106,32,24.51118413,8.729841331,93.3315981,cotton
79,25,21,41,74,2,25.76017735,6.925681224,101.8894959,coffee
117,25,42,21,4,4,20.7432717,8.012409295,202.9409834,rice
85,51,27,20,103,27,22.87630719,6.222648515,107.0253083,maize
53,70,80,10,5,38,23.81472898,8.694903962,70.42134303,chickpea
24,59,24,10,9,40,27.14394079,6.251801917,48.38910793,lentil
14,27,33,31,8,4,20.12181584,8.069348728,107.3369804,pomegranate
97,73,51,18,71,20,26.16666665,5.912132797,119.7458354,banana
18,25,31,49,45,74,33.82824544,6.59666156,95.68177356,mango
12,140,202,42,34,31,22.64052615,6.263382855,71.05537254,grapes
17,129,204,50,96,32,21.03277308,5.992049806,114.3433353,apple
8,26,18,35,13,17,29.63572566,7.347927521,113.1240019,orange
127,42,28,5,116,39,20.18922303,7.267495772,65.88391051,cotton
113,34,30,25,81,3,28.65587479,6.167572784,188.4485409,coffee
86,29,44,21,5,3,21.48915868,7.397902684,101.8387092,rice
98,52,19,26,73,32,20.17821704,6.873541495,219.316031,maize
55,72,84,13,10,34,17.28685924,9.189450728,60.10315821,chickpea
37,70,25,12,13,38,24.74906001,7.443979783,41.35350555,lentil
1,11,41,23,4,6,20.91133368,8.521759493,97.45228641,pomegranate
98,86,37,43,58,20,29.70466205,6.29839651,111.5455603,banana
25,20,35,51,52,73,33.66708886,4.902462196,92.13732014,mango
16,142,200,31,37,40,28.56224602,7.185514104,75.54068992,grapes
29,123,204,50,121,32,23.47522255,7.334288699,109.7717356,apple
6,18,14,37,10,9,26.18841781,6.228703088,110.4395944,orange
135,44,76,9,120,32,23.56812756,8.595874924,84.50551831,cotton
90,20,19,17,9,4,23.21957688,6.197971352,193.0217295,coffee
90,44,33,16,5,2,19.30445871,7.174662153,251.9867977,rice
98,57,24,25,57,42,23.15887773,6.189448524,96.68227437,maize
48,72,38,8,7,7,17.47714133,6.185750295,82.65272158,chickpea
27,74,21,9,14,47,27.24989807,7.333216778,46.37970679,lentil
36,24,37,26,2,4,20.80818562,8.085322988,114.2321401,pomegranate
113,77,45,34,60,19,26.4114307,6.818368682,114.8240315,banana
12,42,32,59,54,64,33.91066225,6.6987075,89.06327387,mango
33,129,203,42,34,48,23.47455153,7.525277555,68.41018325,grapes
24,130,199,33,58,47,22.6657848,7.436811984,108.8120938,apple
11,17,11,47,10,15,24.2082778,8.120408694,102.7983733,orange
132,40,21,4,115,34,25.12952729,7.143691067,69.22067191,cotton
116,37,24,17,4,4,29.52797897,6.037826546,83.85779785,coffee
23,134,16,51,12,7,21.29139808,7.046728917,88.40646766,rice
89,35,20,32,78,27,23.46719563,7.759997577,71.84788227,maize
61,71,83,12,5,36,18.90404085,8.772757176,65.37083044,chickpea
36,76,19,9,14,45,26.89694681,7.383164078,45.49909365,lentil
116,24,32,24,1,7,20.91303989,8.018515365,114.0331723,pomegranate
97,65,49,44,53,14,28.06207566,7.478676768,119.7371927,banana
